June 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
O'Daniel,86.8,93.2,94.8,98.4,98.0,92.2,93.7,95.7,89.3,92.8,84.9,88.4,95.0,92.2,90.3,85.3,98.3,88.1,79.8,81.2,82.5,88.4,88.3,89.5,88.6,90.0,98.9,98.3,94.7,98.3
Plane,77.2,77.0,91.0,97.1,84.9,93.0,95.7,90.6,98.7,97.0,92.5,88.9,88.9,89.0,99.7,97.3,89.0,88.7,88.0,89.8,89.2,96.2,91.2,91.8,90.8,90.8,91.4,92.3,89.1,90.1
Polunsky,82.9,84.3,85.6,87.3,82.0,86.9,91.2,89.2,87.9,89.9,88.0,88.1,88.6,87.6,89.3,89.1,88.8,88.1,86.3,87.7,89.2,88.7,89.1,90.4,90.7,91.2,88.8,90.7,92.8,91.2
Powledge,82.4,84.1,82.8,81.9,75.3,88.9,88.9,88.5,87.5,86.7,86.9,90.7,88.5,89.5,85.6,88.1,88.3,86.6,84.6,87.8,89.4,89.2,89.1,89.8,92.1,92.2,90.0,90.3,90.2,91.1
Ramsey,93.4,98.4,88.2,89.3,79.8,87.8,98.9,99.7,98.3,100.1,89.3,89.4,89.3,90.1,98.2,100.4,98.1,95.3,81.8,85.4,87.1,88.7,100.3,102.2,103.2,103.9,89.5,91.2,91.7,90.4
Roach,81.2,80.1,84.5,83.4,84.2,85.8,88.0,89.6,88.3,80.1,79.7,81.6,84.0,84.9,85.5,86.0,87.0,84.8,81.8,82.0,84.7,86.2,89.2,89.8,91.0,92.2,88.7,89.8,90.6,97.5
Robertson,82.1,88.2,82.9,90.4,87.6,89.0,91.6,91.1,90.1,76.9,77.6,83.3,87.2,87.5,82.1,87.9,88.3,88.2,83.6,83.1,87.2,89.7,90.0,91.2,98.1,99.6,93.5,98.4,93.1,93.2
Sanchez,86.0,88.5,87.3,83.8,88.0,94.7,93.3,86.7,81.3,85.4,84.7,84.3,94.3,90.5,85.9,84.9,84.6,84.4,91.8,81.3,84.3,83.4,86.0,85.1,90.4,87.0,93.2,90.0,89.5,82.8
Segovia,93.7,94.9,93.8,93.9,95.5,96.2,93.4,94.0,90.8,91.7,93.2,92.5,94.0,90.5,92.9,94.2,94.6,88.5,82.0,88.1,89.5,86.0,88.1,91.9,91.2,94.6,85.6,91.4,92.6,90.6
Smith,77.8,82.1,85.9,82.6,82.5,84.9,86.3,87.0,87.7,82.0,80.9,81.7,85.6,84.8,87.2,87.7,88.5,88.2,85.6,81.5,81.2,83.9,84.7,87.7,89.9,89.7,91.2,91.7,92.2,91.7
Stevenson,88.2,90.7,90.6,90.2,86.5,89.5,90.7,91.4,90.7,91.8,91.4,86.8,89.2,90.4,89.9,91.4,91.1,89.0,84.3,85.6,88.7,86.2,90.0,90.0,90.5,91.0,90.0,96.2,90.8,91.0
Stiles,79.0,84.2,85.2,86.2,81.9,85.0,85.4,88.1,88.7,87.3,86.6,85.6,87.0,88.0,88.4,89.1,86.5,84.5,86.1,86.4,84.0,87.5,87.3,88.2,87.3,89.0,88.0,87.2,88.6,89.0
Stringfellow,84.3,86.4,85.6,87.2,80.6,86.7,86.8,88.9,86.6,88.9,89.3,87.2,88.8,90.2,88.3,89.7,88.0,87.3,81.7,84.7,86.6,88.3,87.5,89.0,83.6,89.6,91.3,91.7,91.1,92.0
Telford,82.4,84.3,84.6,74.5,83.2,84.3,84.6,87.1,86.4,81.4,83.1,84.7,86.0,88.0,85.2,87.3,85.6,86.8,84.3,87.0,88.1,88.0,88.9,90.1,98.8,79.5,88.0,89.3,89.5,92.7
Terrell,91.9,86.1,89.8,90.6,79.4,89.2,90.9,88.7,88.9,89.7,90.5,88.6,90.7,91.1,90.4,90.5,88.6,88.3,81.2,86.6,88.2,87.2,88.9,89.9,91.1,90.2,91.4,92.3,93.5,92.6
Torres,87.4,85.2,90.0,91.7,90.7,90.2,91.4,91.6,91.4,86.1,88.4,87.0,89.4,91.6,90.0,81.4,89.7,89.5,84.7,82.4,83.6,88.1,90.5,92.1,88.1,89.3,89.8,91.7,90.4,91.0
Vance,86.1,91.5,90.9,91.2,79.5,94.0,94.0,91.0,91.9,91.1,91.4,88.6,91.5,92.6,90.8,94.3,92.3,90.4,83.7,89.1,93.3,92.7,92.8,94.5,93.2,92.5,93.2,92.0,94.8,95.6
Wainwright,83.2,83.1,84.5,87.6,84.9,86.5,87.4,90.5,87.6,84.4,88.4,82.8,85.6,85.3,87.9,87.8,89.3,86.7,86.4,88.4,86.7,87.0,89.1,90.5,88.7,87.9,91.2,89.1,89.7,89.2
Wallace,87.2,88.1,94.0,93.7,90.9,92.4,92.5,91.4,90.3,87.7,83.8,87.4,94.4,89.0,92.1,91.8,88.1,88.6,85.2,84.4,85.5,87.4,90.5,90.3,90.7,96.1,90.2,93.9,92.1,91.3
Wheeler,75.6,77.6,85.6,89.3,86.5,89.6,91.1,86.2,80.1,77.2,76.2,79.4,84.6,82.6,81.9,82.3,80.3,80.3,72.9,74.6,74.6,82.6,87.0,82.1,82.7,91.0,80.1,81.0,82.7,87.3
Woodman,86.8,80.7,84.2,85.8,86.1,89.5,90.3,75.7,90.0,87.7,74.7,84.0,85.7,87.3,88.1,88.6,87.8,88.3,82.0,90.8,88.5,88.8,91.6,87.3,92.7,92.7,94.3,92.3,95.1,94.1
Wynne,85.7,84.2,86.6,88.6,83.7,88.6,90.1,93.2,88.9,88.2,88.8,86.7,90.3,90.1,88.5,89.9,89.5,87.8,85.0,87.9,88.5,89.6,90.4,94.1,91.6,91.5,83.0,92.0,93.0,92.6
Young,85.0,87.9,88.0,87.8,75.5,88.4,90.2,89.9,85.4,91.2,89.6,90.2,91.1,90.0,90.4,90.0,87.3,85.6,81.8,87.6,88.3,88.8,89.5,88.6,90.6,84.8,91.4,90.4,91.2,90.7
